time,ISONE,F,E,G,D,C,B,A,H,I,K,J,IESO,PJM
26,7608.377701,1085.936487911,744.3064426139958,860.8760953,543.9832754,1565.6108910919972,923.8925555320001,1486.477483030001,217.3035752,515.3,1637.4798605,4459.9,8441.862818,11694.414141199999
27,7500.7229375,1086.1364879110001,741.2440321009971,861.1760952999999,551.07269807,1549.8452780549994,915.035328501,1481.2605424000014,203.1035752,504.1,1599.6926291,4366.5,8322.4146529,11528.943990800002
28,7505.052358800001,1097.35063092,745.265755377999,877.4196635000001,552.65373894,1555.0363641819981,919.254017507,1508.2002972100004,193.4373817,499.8,1590.8488173,4332.6,8327.218356,11535.5985037
29,7680.6579223,1134.123186118,773.6967200889992,892.0809674,558.03182061,1602.44871621,949.643021892,1545.2025473100011,210.5862776,507.1,1635.6700761000002,4395.3,8522.0612178,11805.512048499999
30,8188.203409399999,1225.429390169,841.5309796260013,953.8132142000001,581.3751409,1718.2166747240005,1024.930691998,1628.2744378500017,236.095531,543.4,1773.8006065999998,4650.9,9085.2074682,12585.631984
31,9075.3124569,1369.297581568,946.7696142690004,1060.0857343,621.5698704700001,1910.9039140499988,1138.147251159,1770.9372669600004,275.9150368,616.6,2012.6570637,5163.5,10069.4978354,13949.1579549
32,9782.4865176,1456.218822218,1027.2571713080042,1134.4921837,641.337596196,2037.8416185349981,1221.90199268,1868.288442400001,297.5568875,682.3,2180.1386186,5686.7,10854.1416366,15036.1158663
33,9992.1994772,1441.8250257700001,1027.1432710190015,1143.8244304,647.628268644,2049.0328601240003,1240.579387277,1877.1176127500016,303.6661409,693.1,2214.5163359,6003.8,11086.828299,15358.453991200002
34,10072.2937775,1391.237381701,1012.5229093250018,1131.7067298,668.899332749,2042.138286913997,1250.339610599,1888.0323419900012,308.0023659,700.7,2203.8043749999997,6193.8,11175.6967997,15481.5624849
35,10041.0374649,1355.537276952,992.7994178420026,1114.8423414,672.469668763,2047.3004204029967,1234.550035605,1896.4168952500027,293.4378023,700.1,2160.1794747,6245.6,11141.0164071,15433.520141600002
36,9956.9833281,1327.881492858,965.9345489689999,1093.1343148,667.018343368,2030.413763071998,1220.794214755,1895.1950342000014,289.6368034,692.3,2109.9248173,6256.3,11047.754285,15304.3252094
37,9890.4580687,1324.695688641,954.0280017319981,1079.4600771,659.7820066529999,2008.8492461449996,1210.659289123,1883.0202250900006,287.4528917,685.1,2081.4025732,6254.5,10973.941293799999,15202.0729329
38,9977.2048949,1343.227602591,966.8640737410022,1093.3519453,655.044009477,2024.699789053999,1224.757771753,1899.4155312800024,287.0979495,690.4,2145.4579945,6272.6,11070.191086,15335.4066535
39,10068.3339399,1378.834753106,968.2529293829988,1114.6970207,643.2900831430001,2038.2037203380005,1236.66238257,1900.9203633000006,290.5882755,700.4,2236.5504722,6276.2,11171.3031703,15475.4760432
40,10205.555486199999,1416.809989672,956.931475116,1143.3502278,645.93708417,2045.4830675619971,1246.5246560399999,1882.0318067200008,299.9335436,712.2,2326.2481493,6346.3,11323.55710786,15686.391642899998
41,10620.3351951,1522.8676429089999,1000.6973282020019,1222.4677331999999,619.8288636999999,2098.042082123997,1305.872270539,1926.8014047900015,320.9471384,750.0,2505.5326779999996,6494.9,11783.775244800001,16323.9264596
42,11145.2511663,1629.763091898,1039.7487559669964,1318.7663512,620.7967903900001,2177.9833658289995,1367.716597848,2005.852175680001,355.8381703,797.5,2734.0347009999996,6674.8,12366.1948868,17130.745605900003
43,11067.8495553,1631.660462204,1031.7933356200047,1324.4566421,593.44426223,2142.2896969119993,1352.37314631,1974.5755634100005,365.3240799,804.2,2744.549478,6525.2,12280.3140554,17011.7758881
44,10833.0576297,1598.3383280639998,994.0908008039978,1299.7195584,580.87284044,2078.429696159999,1311.6805920949998,1921.0868700700005,362.2834385,789.9,2660.5312089999998,6373.4,12019.801068,16650.8902869
45,10485.1199662,1534.058674725,969.9898514739974,1258.5953733000001,582.89248184,1999.6267936949994,1266.9052411,1854.5746213800037,343.7264984,761.8,2558.6471300000003,6169.6,11633.7474133,16116.0946601
46,10001.0167141,1437.445290967,927.4243884289987,1187.0520354999999,557.361839,1888.9717561719967,1199.599398301,1803.435052980002,317.2941866,720.9,2390.187481,5920.5,11096.6114491,15372.006476100001
47,9301.0231569,1332.88598479,857.3919337489986,1093.4036653,514.4296591,1716.3943306509989,1114.502143104,1686.708129480001,275.6803064,656.5,2144.6324186,5541.2,10319.9347667,14296.0853129
48,8614.2818536,1239.248948589,778.0063344800016,1001.5227830000001,476.4193877,1586.9275303969982,1026.571311341,1560.4079222900007,247.0043638,602.8,1896.5747520999998,5135.2,9557.9620961,13240.5334564
49,8114.286454899999,1182.915352208,713.0052298500002,936.0340343,439.18587949999994,1527.4965775739993,974.8930231129999,1488.673517850001,246.2262881,551.1,1728.3867639,4785.1,9003.1930345,12472.0183448
50,7844.700763500001,1154.807360678,684.2337385599993,914.0405188,435.91815620000006,1477.023258859,949.058145954,1443.755057500001,237.5194532,525.9,1626.5443104,4564.7,8704.0746779,12057.653174500001
51,7695.1773238,1162.361356393,660.3944981899974,885.7872766,416.89741749999996,1439.2236454709957,935.1818038,1431.7613852000009,228.5228707,518.5,1559.4364126,4432.9,8538.1711951,11827.829014199999
52,7630.7639784,1157.3197685819998,640.8410130499997,891.6050123,411.86238919999994,1429.3079328530005,935.117458423,1431.3534951700008,207.43796,508.7,1531.4883038,4378.1,8466.7014744,11728.822842399999
53,7730.97425,1163.781703454,662.9563527299974,893.7630915,419.098826,1461.570722375998,962.237818704,1460.9848087600026,220.7659306,516.3,1564.4240792,4406.8,8577.889613899999,11882.8504762
54,8174.0007946999995,1234.206466888,716.142092620002,948.3098843,404.92325350000004,1548.5270895109984,1026.325545248,1533.934079770002,242.3206625,552.5,1662.794259,4639.8,9069.448979800001,12563.801935099998
55,9005.777722,1364.33480558,795.6369850900026,1048.1792149,421.2108850999999,1719.5313662999974,1134.628679263,1672.9901546199994,276.6705573,621.2,1873.0840192,5140.8,9992.3456856,13842.2799842
56,9679.266770499999,1443.11267084,852.6886432100019,1120.2421311,423.7912543,1829.881478678001,1219.7800785929999,1761.978831610002,294.7299159,682.2,2030.9283288,5662.7,10739.614343700001,14877.462532
57,9902.073591100001,1438.4763933909999,902.6400488199985,1144.3614791,492.3839243,1888.7352584480002,1239.8064465380003,1780.3851180800004,295.6554679,692.0,2084.1058634,5973.9,10986.8292779,15219.9264982
58,10018.4399956,1414.353365362,915.5737653850003,1128.693761,513.9812744999999,1935.9916036669963,1255.782767244,1825.8861929200011,293.5160358,698.8,2103.9212348,6157.1,11115.9434274,15398.786833399998
59,10106.3483738,1399.231177948,922.0040451100022,1125.374483,505.01401219999997,1941.7155031399984,1266.8682626290001,1888.4293726400008,290.3931125,701.7,2105.7033644000003,6221.5,11213.482019899999,15533.905909300001
60,10115.2184083,1392.342692163,913.5939961700004,1104.9083421,442.17281,1929.510413184996,1269.526144911,1873.5625004600022,289.6128286,702.8,2098.8869396,6267.9,11223.3237537,15547.5395461
61,10042.515803499999,1397.111672203,897.7840973899996,1109.5471083,449.2980122,1924.2478642899973,1261.197234408,1847.8789642500014,279.5665615,686.5,2019.6684853,6289.9,11142.656699,15435.7924151
62,10027.890806399999,1415.248843541,908.7878578399996,1107.8583947000002,483.19739330000004,1953.415327567998,1258.17701672,1883.2938031300005,278.4398002,681.6,2017.5148965,6267.3,11126.429560300001,15413.3131464
63,10049.273925000001,1419.0037330460002,932.3836472439996,1121.1357868999999,502.88832929999995,1948.7213022489948,1252.528998092,1893.7506598800016,285.8420084,682.4,2080.8122015999998,6258.7,11150.155165299999,15446.1799448
64,10177.044660900001,1435.6772342069999,947.0496335940029,1143.6099194,511.8047732,1952.803065552001,1262.4058871260002,1899.2491574700016,299.7719769,696.7,2188.4616855,6320.3,11291.9229683,15642.5692418
65,10570.7580381,1510.4206096970001,942.0805879820014,1217.3534525,481.9114583,1985.1586307380003,1306.6200458290002,1924.9833159700024,316.754469,736.6,2367.900764,6476.0,11728.7669868,16247.724170200001
66,11028.4623784,1585.578128497,970.0319382399983,1299.9405538,472.1089188,2042.7455476009998,1361.727671806,1983.8627604700005,344.1707676,786.6,2589.6170469999997,6620.8,12236.612076899999,16951.236049500003
67,10968.9592305,1576.517928229,981.6918142399963,1301.4615492,524.60811,2046.923683770997,1346.5212597339998,1970.0417903700004,356.2580967,794.5,2628.775767,6480.1,12170.5904647,16859.7770749
68,10738.9191097,1541.1913772159999,969.481372316998,1277.7534876,522.0557537,2015.8067519089986,1306.03391756,1943.6069693400018,351.8057834,777.6,2577.664587,6321.7,11915.3498251,16506.1952001
69,10417.116368300001,1487.0851730630002,917.2171928799986,1238.8212408,468.1112113,1927.8495392429984,1264.5491968190001,1892.2422849000009,340.39653,752.1,2473.8442969999996,6128.4,11558.294129999998,16011.5701121
70,9944.4174453,1397.500209863,819.375961609995,1175.2954433999998,425.4187744999999,1793.1035878789999,1194.001175301,1822.9223178500022,320.4291272,708.9,2300.720069,5876.9,11033.811833000002,15285.010886399998
71,9302.7126868,1288.4426917629999,729.531803469996,1085.2083421,372.66592710000003,1635.4450738349985,1109.27781659,1722.7568218300019,288.6128286,654.9,2071.592028,5548.9,10321.8093821,14298.682202999998
72,8646.0133451,1194.110830687,644.4084077999979,995.9986681,319.92648199999996,1483.3291512399983,1028.87989799,1597.698827450002,263.2500526,601.1,1839.3476824,5157.4,9593.169721100001,13289.3061701
73,8181.8148734999995,1128.32297107,608.1680755800004,936.9719912,321.52813520000007,1444.723975384999,981.3774349519999,1535.4693978600023,244.1769429,563.0,1708.0247123,4821.1,9078.1190776,12575.8125193
74,7898.7657363,1086.731177748,598.679905619996,908.874483,349.29473979999995,1426.1625532209998,956.242943429,1504.2984730100004,237.4931125,540.2,1647.1726118000001,4619.5,8764.062377999999,12140.753436100002
75,7753.0437397,1079.563932614,572.4607848699978,894.9147914,340.81717569999995,1394.5897317659983,939.848192247,1481.3361896600006,238.5546793,531.6,1595.9978557,4497.8,8602.3767808,11916.7722624
76,7705.050518200001,1081.753312288,513.2904049499995,891.4115668000001,269.50775450000003,1342.680961541999,935.886824429,1452.553980600003,233.2337539,522.1,1541.1647742999999,4452.5,8549.1259801,11843.0045494
77,7844.7535612,1111.948002125,511.9704067899985,906.0099544,236.8527489,1357.160204793998,958.594783664,1459.8551326300012,244.6232913,532.0,1563.2688088,4496.4,8704.133260210001,12057.7343267
78,8315.234975700001,1191.221451112,584.9747633100034,968.2018926999999,249.3289079,1454.1425356919967,1026.3219443639998,1543.5438365800017,263.4709779,561.4,1678.9936905,4752.6,9226.155129800001,12780.885137300002
79,9208.4157727,1348.417928229,711.9132990700027,1075.2615492,245.1468514,1633.557164310998,1130.096137273,1682.233751990001,303.7580967,633.8,1896.9985549000003,5252.8,10217.1823972,14153.743661299999
80,9872.1900219,1429.3904836269999,765.585919789998,1136.9228531,233.45754999999997,1722.115470940999,1201.7908939210001,1793.5600539500022,327.3069926,698.9,2038.2197824,5762.6,10953.6720066,15173.9941337
81,10021.0798872,1403.7355938220003,770.1231054900006,1139.8454609,264.1422567,1719.9219489490013,1199.951154573,1785.3959595800013,325.5047844,707.2,2053.4464024999997,6049.5,11118.8725101,15402.8444645
82,10017.0672527,1363.7107778139998,758.5942917500006,1125.9164739,244.85046169999998,1699.8249777009967,1196.704358395,1787.5402662900008,317.8677708,705.9,1994.7406211,6196.6,11114.420305399999,15396.6768643
83,9955.0298086,1338.314248224,753.9318701700032,1110.4746232,229.48105180000005,1691.1713040369957,1184.316621805,1778.45419004,306.1983701,700.6,1946.1410537,6244.5,11045.5867607,15301.322563
84,9873.0875844,1316.1337015949998,753.9004493900001,1094.1198037,247.12120000000004,1687.9298390109966,1156.318600564,1755.0933194300005,292.6426393,698.2,1952.3571139,6268.9,10954.667902700001,15175.3737281
85,9744.419286299999,1281.213354434,738.9204322999962,1076.1439888,265.41806370000006,1650.6082995469992,1133.2460664280002,1718.6852560000013,287.3995794,690.7,1952.3649594,6264.9,10811.904208599999,14977.604839399999
86,9736.605209199999,1283.378863864,757.4932458400043,1087.0246057,299.3924482,1665.9410805249975,1124.07613133,1722.3889657300022,288.8227129,692.5,2010.2819451999999,6254.5,10803.234108100001,14965.5942603
87,9736.7108042,1299.01961106,792.6085114700008,1091.8584297,355.4594721000001,1699.743284519997,1114.025549366,1712.2306990100026,289.4911146,694.7,2106.3633285,6250.0,10803.351267600001,14965.756559099998
88,9826.0447232,1328.4665087340002,849.3271908739997,1113.7423063,456.02283090000003,1788.785000485999,1118.854944486,1721.8300730500014,297.6864879,705.1,2217.5679905,6305.9,10902.4715746,15103.066762199998
89,10149.484196500001,1408.4745007650001,904.3429300700036,1173.2358218999998,495.49940369,1864.2494696110007,1152.330529744,1762.9808342500019,320.8933228,739.4,2390.293188,6405.6,11261.3433006,15600.2075861
90,10600.6416074,1493.838981568,947.8237462349973,1239.1554003,527.5928842000001,1961.5718791249994,1235.7677637460001,1871.3922643899996,345.1203695,766.8,2554.2938539999996,6502.8,11761.9242556,16293.6565399
91,10502.1736634,1480.3948478260002,903.3198077060027,1234.3116369,488.5557216,1916.3154465849966,1234.400556391,1861.5313439200013,353.9363828,765.6,2523.400923,6334.7,11652.6693121,16142.306944
92,10231.6376105,1441.3886431740002,873.3307300400019,1207.3793901,467.7403266,1858.8140072789995,1201.504676047,1837.4674916900017,336.6271293,744.2,2434.647606,6136.3,11352.4964838,15726.4810298
93,9965.2197891,1401.4727129859998,851.3485974199995,1177.3745531,457.02548540000004,1811.8174343329986,1171.226980284,1828.9952000000017,333.0957413,716.5,2341.509962,5932.6,11056.893032099999,15316.9850085
94,9600.4924168,1341.532912653,825.7610069100014,1126.3535577,458.1528148,1755.5302380729975,1123.787767348,1790.8051924599997,318.6084122,689.2,2226.8514316,5713.5,10652.2103857,14756.382858900002
95,9063.1689581,1257.970084291,784.7516124529984,1062.764844,468.3354379,1687.029538901998,1055.955701143,1725.5444200700015,281.2816509,644.3,2078.4667109,5439.4,10056.0240354,13930.492852899999
96,8481.4953256,1173.984227101,750.6120278990006,981.6084122000001,506.96977276,1623.7951087889962,984.14287608,1638.958142320003,256.2154574,594.6,1903.6306416,5092.5,9410.6290242,13036.434677199999
97,7986.7269117,1110.636363588,726.7713059669977,916.0242423999999,525.55183695,1590.3481630239964,941.169965125,1571.1235988399999,229.2181818,554.1,1758.3654334999999,4773.6,8861.659554400001,12275.9536656
98,7665.610543,1079.948843241,685.794614342998,871.5583947,520.33461763,1558.0431827109992,916.043486767,1523.1852274400005,218.9398002,527.6,1651.9184996,4561.1,8505.3654223,11782.383557999998
99,7497.977450300001,1064.279810727,689.9909728980017,853.0374343000001,561.3947801300001,1553.1893794809978,901.626847861,1510.1287024400028,206.6037855,509.7,1599.1982868,4422.9,8319.3684029,11524.724056399999
100,7411.8114012,1055.098152308,690.4445905480022,842.4733664,566.25125552,1555.0951317949985,897.457541989,1505.0929448900029,205.1369536,500.5,1566.2072057999999,4344.2,8223.763006,11392.2830139
101,7435.5704221,1066.9860672529999,700.5184186860031,843.9518752,569.66866496,1560.8577609429983,906.4733416339999,1517.158795680002,206.5953207,500.2,1570.7564215,4327.1,8250.1247885,11428.8016836
102,7593.224725100001,1095.9285489539998,722.0576640439999,866.7647738999999,563.676149,1584.342883681,933.039412707,1543.3912876600023,214.4790221,514.5,1603.4702582,4390.8,8425.0498591,11671.123344699998
103,7918.617717499999,1149.154206078,761.1908019819997,909.2422012,550.88662968,1664.5042696639982,984.419031757,1620.7292354900017,228.0325447,542.3,1695.2077461,4556.0,8786.0891116,12171.2668134
104,8310.588766,1209.876340618,827.0345996540005,960.879285,563.11947864,1735.825859494999,1033.943197966,1676.0232491800014,246.3731861,575.2,1794.7414694000001,4768.3,9220.9999373,12773.7437088
105,8696.9632461,1275.791377116,865.874348950001,1024.3534875999999,559.45593633,1804.3430773419993,1066.424281195,1704.0081914200018,264.3057834,609.6,1906.6768502,5024.7,9649.7010982,13367.6184287
106,9083.6017154,1332.455993957,904.7883302109981,1076.3034699999998,589.08896493,1850.7467768759955,1099.049965773,1745.6608138500014,285.3301262,642.7,2063.1588916,5297.3,10078.6951679,13961.898915799999
107,9305.2469833,1355.5701362650002,908.7916520649999,1112.5470382,586.496484238,1858.9050354569972,1119.4714080630001,1763.5277703800007,295.5639327,668.9,2158.6432088,5498.3,10324.6213057,14302.577518500002
108,9404.1373071,1356.866561008,908.1655871330021,1129.8245004999999,594.67211997,1831.9293971320003,1127.267996349,1770.3655091900025,301.3687697,684.4,2188.7395582999998,5608.0,10434.344900999999,14454.5763374
109,9395.1616771,1348.0143535710001,883.6650751300016,1143.6390115999998,595.50456325,1780.7891325659973,1123.919323518,1758.5688466400022,297.2629338,680.7,2201.620094,5663.0,10424.3860061,14440.7803987
110,9357.6224244,1328.8267610760001,862.3656984799986,1137.7035051,586.95206913,1765.5364066680002,1119.071310516,1759.9103415000018,301.5814406,678.7,2214.0858004,5641.6,10382.7343895,14383.0809003
111,9332.173872899999,1302.452418999,837.4736151510014,1128.6809324,566.14750556,1744.8628368280001,1123.7717262780002,1747.0033777900012,296.6349632,681.9,2212.9726238000003,5629.9,10354.497991600001,14343.9653484
112,9373.2505809,1307.989589837,821.0538680419992,1125.0922186999999,540.57059785,1748.4200812720005,1130.081056242,1747.5942069500009,294.3082019,686.4,2194.4401794,5646.9,10400.074584,14407.1020701
113,9645.000983,1370.048002525,835.1237919919995,1160.9099544,487.1940609,1804.8434960839986,1170.3186282959998,1782.4681433600008,305.0232913,714.4,2288.3372981,5736.3,10701.59479,14824.794501399998
114,10029.5803362,1454.786067453,889.7635022570014,1214.4518752000001,489.07879280000003,1891.1531886919997,1223.296596279,1860.8246511900024,318.0953207,742.4,2422.1000050000002,5842.0,11128.304170000001,15415.910030100002
115,10004.6069657,1445.1851736630001,874.127770245998,1208.9212408,483.0971363,1845.6112334129998,1209.0073093170001,1850.6942443399996,319.39653,740.4,2387.9760290000004,5830.9,11100.595008200002,15377.524852100001
116,9799.2234279,1405.2648265029998,837.6383486699996,1183.1454259,466.39894459999994,1802.461733428,1177.6084724300001,1826.1981176000008,302.75347,714.6,2310.3139943,5748.6,10872.7120447,15061.8412434
117,9577.102981,1370.821451412,786.1217853200018,1151.0018927,418.20418529999995,1732.4823376019965,1145.2534585170001,1788.6841547700033,302.2709779,697.5,2215.2430898000002,5616.2,10626.258672,14720.432258
118,9256.3561965,1315.3842798740002,736.0770780999942,1107.3906063999998,406.86486879999995,1662.5246509929962,1097.719497238,1734.2174407400007,290.7977392,675.3,2123.7071719,5476.8,10270.3746159,14227.430221900002
119,8827.796255500001,1239.941797874,652.4997656299977,1048.8777077000002,368.6243745,1550.288411525997,1032.8491981280001,1641.2255724200008,270.0140379,654.4,1981.6458003999999,5271.8,9794.8666457,13568.7145707
120,8365.2873132,1171.548002125,597.5704348499974,980.6099544,347.0435482,1465.0376596339995,966.257222097,1547.724327640002,255.0232913,610.2,1818.9355601,5030.3,9281.6906179,12857.817800699999
121,7931.764375899999,1111.11614095,547.0594216000002,920.2002804,340.9238812,1407.5598952539983,912.8040921950001,1468.9890785299997,238.4605152,571.9,1680.2366946,4777.4,8800.6759654,12191.473810200001
122,7620.0460201000005,1073.617875955,539.8405159800005,888.9793551,385.2592564,1402.3082164669977,880.758306555,1434.6034992600016,218.5758149,543.5,1612.2238262,4572.5,8454.809382000001,11712.348865
123,7413.4481323,1055.207308104,530.5152607900026,855.7583246,397.8455493,1377.894243405001,861.7140222140001,1419.3789556700015,221.0371714,528.9,1561.9991648,4415.7,8225.5790397,11394.7987443
124,7314.0826273,1053.023238691,498.6236961600036,838.0631616000001,359.6712066,1335.8077779289981,853.524805453,1392.4101706200017,221.5685594,516.3,1516.6073837,4330.4,8115.3282086,11242.069553199999
125,7312.762682,1059.580757091,490.8190553600028,843.4502629,338.50572289999997,1322.5274803009993,854.992411945,1386.3337572600008,215.884858,514.5,1499.2390275,4306.0,8113.8636645,11240.0407384
126,7425.486037000001,1075.242691963,512.1874853800019,863.1083421,336.4300793,1360.5602867730001,877.131012207,1403.0515333100013,218.0128286,523.1,1520.8424071,4332.0,8238.9356763,11413.301537500001
127,7683.4034095,1113.6745530379999,549.8000648999981,897.1180161,346.9118056,1418.8561505049997,920.190091025,1459.569410000001,229.2756046,539.3,1578.5876376,4450.3,8525.107467500002,11809.731984400001
128,8004.994958700001,1162.00378552,593.4639595200015,940.2179811000001,337.4101284999999,1481.0281093389995,971.7003586769999,1504.925202630001,243.6242902,563.1,1630.2761845,4606.6,8881.9288364,12304.032465400001
129,8355.7837042,1220.827655065,655.1124924200013,1003.0341395,359.6859380000001,1549.7761495889956,1004.870774602,1528.7113234100025,254.6802313,591.9,1723.9179626999999,4834.9,9271.1459055,12843.2103343
130,8700.1839144,1263.052418599,690.1497634200016,1051.1809324,374.0589256999999,1589.103797833,1037.16140177,1571.7567279400012,272.1349632,618.3,1829.2010691,5083.7,9653.2745846,13372.568738500002
131,8942.6843223,1256.640903884,670.3984767099998,1069.6470733,327.86262259999995,1586.3059168979987,1055.609567087,1594.9283726000021,268.3152471,638.9,1874.0584863,5289.1,9922.3405079,13745.302624499998
132,8940.0972277,1221.879810727,679.1537134499994,1056.0374342999999,339.6722489,1609.4650853429982,1073.4427279349998,1612.933685660001,265.1037855,617.1,1804.9448416999999,5370.8,9919.470003499999,13741.3261522
133,8949.2312519,1237.66735025,674.1339029700002,1048.6907466,340.95945450000005,1615.933064643996,1095.395043803,1623.0439121100012,267.8029968,630.6,1723.3235283,5379.2,9929.6046436,13755.365541699999
134,9005.355339099999,1234.637329127,678.7663784500028,1048.1245356,325.5391152,1603.7968820669985,1100.472477938,1613.8314612600016,271.0200841,632.0,1788.1450696000002,5390.3,9991.8770322,13841.6307621
135,9078.2691354,1302.616088376,691.8995757500005,1073.0180862,335.6493498,1613.2788359959973,1105.669211386,1617.0731745499997,272.2782334,636.3,1806.4507778000002,5401.0,10072.7784125,13953.702495399999
136,9240.4112541,1374.031178048,706.236268800002,1108.174483,299.7607744,1630.6560425369996,1122.685273807,1618.6961656699998,279.4931125,645.5,1899.966702,5444.3,10252.6829304,14202.9221286
137,9695.4229052,1472.786067653,800.2905565899982,1184.3518752,371.9184894,1749.5420633719984,1172.5249150010002,1677.6595436899995,297.4953207,680.3,2103.6811691,5592.5,10757.5403477,14902.2952262
138,10316.589311,1553.786067153,893.7059872000027,1274.5518752,408.8899882,1851.1840567819947,1265.794285529,1804.489958730001,337.9953207,741.1,2364.269127,5840.7,11446.754505,15857.0555582
139,10407.4543672,1551.918822418,910.9274340600009,1279.3921837,412.82656940000004,1876.455820069999,1264.660793463,1824.8454166400006,347.9568875,755.8,2400.782741,5907.5,11547.573672100001,15996.7191793
