time,ISONE,F,E,G,D,C,B,A,H,I,K,J,IESO,PJM
2182,9538.13818692,1386.380494388,871.570423091,1149.9059586,438.3625504,1806.251429989995,1151.936493561,1753.7413004600012,295.873449,666.4,2216.7945680000003,5732.1,10583.0253531,14660.541632900002
2183,8917.288567299998,1278.692008903,791.2397039880028,1066.0398177,412.4157857,1680.2590452849956,1072.2302161750001,1661.1391249200005,268.4931651,614.6,2021.0411324000002,5379.1,9894.162692,13706.2682237
2184,8273.10231102,1185.480494288,710.3723755910017,980.9059586,390.1730996,1554.2345313599988,1005.525972386,1558.7503607600008,237.773449,559.1,1830.7337584000002,4981.6,9179.4069031,12716.125367
2185,7856.05229598,1140.65683969,640.9147967100021,927.7987764,394.9491373999999,1483.9805306619983,961.6587049389999,1480.2704022000005,223.0268426,518.5,1696.8985151,4664.3,8716.6697526,12075.100982499998
2186,7625.06181415,1119.091114614,600.9902621099966,899.6091832999999,362.6240857,1431.919197036,936.4709192839999,1442.7915035900012,222.9943743,505.0,1623.3926932,4459.7,8460.3746471,11720.058362100002
2187,7479.498212,1108.165457389,608.7600249400022,887.2317560000001,360.28862960000004,1406.8550087429956,929.3130798389999,1425.2229510900008,213.8408517,521.3,1588.1722407,4316.4,8298.8647945,11496.3206472
2188,7473.74324804,1118.622975889,610.4770022900005,892.9188572999999,341.69318369999996,1428.0761016760005,941.7771465779999,1419.9421762900006,213.7571504,516.3,1586.2187391,4279.7,8292.4793851,11487.4750126
2189,7617.61732115,1151.047739223,622.2904638599983,914.5656501999999,333.11379050000005,1460.2608928310005,966.601107088,1424.5947237399996,220.9118822,526.3,1622.5804171,4323.3,8452.1146221,11708.6158453
2190,8130.07300511,1243.699947459,702.0907370899998,983.4511392,335.5095534999999,1558.9427925559944,1034.069052235,1495.20322794,248.5177182,569.3,1746.5324986,4568.1,9020.708974,12496.282971699999
2191,9071.194226739999,1389.9486331120002,811.4192918300031,1100.0962846,356.28152650000004,1769.7683558899953,1150.821121678,1667.7954318000002,287.810673,628.9,1950.7753479,5114.8,10064.9284592,13942.8280554
2192,9545.5298811,1424.5866451660002,822.596122069999,1131.9560112,384.4854059,1829.3318817419965,1197.520846138,1711.712963410001,294.5004206,669.4,2027.7930365000002,5606.1,10591.22679593,14671.902998800002
2193,9576.8917901,1368.5635643629998,822.768131539999,1110.9060988,399.89277309999994,1825.9757938770006,1193.3507323679999,1721.6389580800026,277.2787066,669.1,1970.1252405,5873.2,10626.0243491,14720.1076462
2194,9436.34398073,1299.521924577,809.2985214799943,1077.1416404000001,406.1895766,1775.1178967229953,1163.596491404,1699.875056610002,257.0115142,671.5,1879.8473779,5985.5,10470.0797615,14504.0794321
2195,9256.83137708,1243.607728595,793.1152456000018,1031.415878,356.9179487,1710.1403783119986,1117.4247798069998,1682.1907949500014,243.8954259,664.7,1786.8251532,6000.7,10270.9018511,14228.160592
2196,9095.21723641,1188.236908502,745.0069401499965,999.5336488,323.5127615,1642.7705743259958,1084.2178166859999,1655.6771333200008,230.1618297,654.9,1713.2490538000002,5996.4,10091.5831506,13979.752487
2197,8952.76870709,1154.320977914,740.5289654199983,975.8288118,344.3362122,1641.6372969099982,1066.181025575,1636.0957181500016,231.0304416,645.3,1672.2405503999998,5958.7,9933.529620199999,13760.802774400001
2198,8920.08685322,1142.79621448,731.7473763599978,977.6820188999999,357.32737669999995,1644.0248615170015,1069.643594124,1647.9450249900017,252.0757098,643.8,1677.0078231,5930.0,9897.267524500001,13710.5693134
2199,8884.65951308,1140.654626669,726.3773719999995,986.1997546,365.2023779,1624.165786007996,1066.4653843729998,1635.9004090200024,252.2907992,640.8,1699.5601566999999,5903.0,9857.9591774,13656.115923399999
2200,9057.36119608,1183.387434307,737.9812731699966,1008.4222573,366.3842027,1622.6502773119996,1074.0391914929999,1632.5315372200018,256.9346477,650.6,1832.752512,5976.2,10049.580043599999,13921.5660671
2201,9314.64499524,1268.52465792,790.9223060899973,1066.3157378,383.90090210000005,1672.3639495049983,1086.934484029,1644.4140075899998,277.1901682,665.2,2008.2004528,6066.8,10335.0488547,14317.022683999998
2202,9517.49423687,1336.706939554,846.2000550569987,1119.249632,425.432033,1724.8035460819954,1104.1690205250002,1651.5103481200001,295.8611987,682.8,2127.1172266000003,6116.2,10560.1198932,14628.810976
2203,9649.172010999999,1373.5883802710002,881.2224193660024,1154.5350859,445.31680570000003,1787.5048130649986,1112.838678836,1673.112318840002,313.7157203,704.4,2251.3324435,6051.8,10706.2227495,14831.205551100002
2204,9812.9508629,1420.8308622719999,912.9814849369961,1192.5479845999998,476.58317445,1859.5342257919947,1133.405143114,1710.3619621600023,318.5994217,714.7,2362.239074,6044.7,10887.943305300001,15082.940913499999
2205,9726.25683556,1399.3883808710002,887.3337762790034,1181.9350858999999,489.02241046000006,1849.4158749549986,1155.254460612,1723.8094428000022,317.3157203,699.7,2311.8415144,5913.6,10791.75208657,14949.688353099998
2206,9281.329568000001,1320.6777604459999,823.1826687900023,1120.5318612,415.60128819999994,1738.7410281579996,1098.3259345479999,1664.0950802500013,302.194795,672.4,2160.2995837,5657.7,10298.083778200002,14265.815394
2207,8688.62119102,1221.629127267,703.2980306799981,1042.5689099,375.6206606999999,1578.379709929,1019.806091043,1571.935152110002,282.684122,628.5,1941.1448632,5324.5,9640.4451835,13354.796316400001
2208,8039.4719380999995,1129.049474228,603.3584664400003,952.4447249,330.4367060999999,1417.3153243639986,949.958959557,1457.3142224500016,253.6271819,570.1,1724.8116068,4926.9,8920.1827112,12357.0251123
2209,7567.512185459999,1076.571752266,514.3357275100002,887.9211260999999,289.83045060000006,1335.2420596189968,901.2545134190001,1377.7632662400015,232.9740465,524.9,1578.2525126,4594.5,8396.5205517,11631.6020286
2210,7315.508168619999,1044.913196679,496.38165874999993,857.8640729,256.0442097,1291.9852229319972,876.106418951,1348.05631795,227.252734,503.8,1501.6795014,4392.7,8116.9099149,11244.2606736
2211,7177.23066608,1031.575131452,475.01249928999806,844.0221521000001,232.0791435,1268.983642667995,867.902246443,1331.0910346400024,219.4807045,492.2,1449.6701125,4277.2,7963.4843425,11031.722016800002
2212,7135.73157638,1036.9963723009998,468.5050640000005,845.5286014999999,215.131839,1228.0276472000028,877.161658478,1318.351238650001,217.3225552,490.9,1430.5250237999999,4229.5,7917.4390961,10967.936073500001
2213,7282.4567312399995,1069.906098837,501.65176402000094,863.9011917,242.21249039999998,1259.3225278859966,907.7198748879999,1341.3877437800006,225.1446898,503.0,1476.7702852,4270.0,8080.2377473,11193.4591467
2214,7813.65564214,1158.128233378,595.3757485200014,937.3382755,253.6091545,1372.4191916030004,979.134257349,1421.9569050500027,258.3853312,536.3,1602.8029028,4522.0,8669.6286158,12009.9354464
2215,8781.01738381,1320.545057754,738.0043309100032,1047.0737469,255.74557349999998,1593.5066872229963,1098.471544939,1576.5575385900006,297.21551,609.3,1815.53001,5076.2,9742.9632257,13496.8133663
2216,9311.265934719999,1385.6176131519999,764.5398326799993,1092.4350508,240.68773720000002,1640.0279730409989,1143.094374329,1619.4847991500023,311.8644059,661.7,1926.3815471999999,5574.2,10331.299623899999,14311.8289225
2217,9301.07595428,1314.17150352,740.1671628800032,1054.2174203,278.51709289999997,1606.190893610001,1131.015822195,1612.2229096200026,294.0032597,659.6,1848.4606015,5830.0,10319.9933478,14296.166470499998
2218,9177.898629899999,1222.275867519,699.7756258000001,1006.9062039999999,268.0419255,1549.494367166997,1119.5186017839999,1621.3726234000026,283.5326498,649.3,1739.2321351,5966.9,10183.3221523,14106.8374568
2219,9050.9726605,1177.014773962,618.9835455300012,965.896565,189.62288210000003,1458.9004593229974,1121.114643627,1573.2610696100019,275.5211882,648.1,1636.718206,5961.4,10042.491653300001,13911.746607
2220,8955.2502043,1145.479337529,567.058435369995,938.5643533,131.4593397,1412.2427583680003,1108.356922265,1544.1906767180021,267.8632492,650.5,1541.9015942,5932.2,9936.282962000001,13764.6169407
2221,8839.25338314,1118.4094111260001,521.4767734999969,913.9127585,87.5622452,1371.3583145599962,1103.990376882,1542.6728031220018,260.8284437,650.9,1484.5055399,5909.5,9807.578883299999,13586.324683800001
2222,8801.97811949,1146.782018897,540.5389143399977,903.0562565999999,134.65420369999998,1392.2092057439995,1109.745727231,1550.8273457999999,256.0596215,646.2,1487.0433729000001,5885.9,9766.2201759,13529.030952100002
2223,8721.67262831,1134.476761309,510.37421091000016,897.9368384,165.4642478,1361.9218469609946,1108.773522954,1523.0347936000016,255.7314406,642.3,1491.6196707,5839.2,9677.1173513,13405.597847899999
2224,8714.01694383,1118.94936908,523.0105826199984,910.8803364999999,186.27057630000007,1370.1274158639967,1080.082118162,1506.2951200300004,257.2626183,645.0,1543.6051966,5849.1,9668.623,13393.8307197
2225,8841.259700589999,1159.876813882,540.3318513800007,942.6190326,202.21103649999998,1384.022712374996,1063.256978036,1513.668881329999,259.8137224,654.0,1635.8156382000002,5901.8,9809.8049891,13589.408487
2226,9033.07419764,1233.257360711,571.78864783,990.4738520999999,168.78532860000007,1425.6251341290001,1075.4276149510001,1527.9052366300025,269.5694532,663.8,1748.067372,5909.1,10022.6324447,13884.235870999999
2227,9170.45413677,1300.8936908330002,579.2563521200009,1038.6366982,160.608249,1442.243100353998,1096.700237897,1532.581942140001,278.226183,663.2,1846.9868796,5772.5,10175.0621272,14095.3949425
2228,9425.94280947,1366.376919431,657.5010654799946,1098.083421,175.7165117,1516.2181009639967,1129.5152844860002,1578.249372400002,290.378286,686.8,1981.0277057,5760.2,10458.5391589,14488.092362500001
2229,9511.84486981,1380.6353317189999,704.0039717299979,1130.5011567000001,191.73831719999998,1578.3733321159984,1157.955708021,1630.9083701200007,299.8933754,686.2,2034.0404377999998,5722.1,10553.8516473,14620.1276448
2230,9116.49476008,1318.183123282,676.1646269799979,1077.2156676999998,210.16347020000006,1521.4713101809998,1101.32635669,1589.8917643600007,288.5875394,656.1,1936.6794752,5510.1,10115.19159097,14012.4569785
2231,8501.71689142,1208.7689799730001,599.1338222900033,985.5720994999999,199.43156539999995,1414.6429927039972,1023.949408019,1516.009689650002,262.3537329,609.6,1757.4710427,5177.3,9433.0658295,13067.5161176
2232,7893.591549049999,1115.692849618,536.174917380001,900.588258,242.1682682,1325.8849013689987,957.2642191360001,1428.301404930001,234.209674,547.2,1573.8655075,4792.0,8758.321368500001,12132.800481200002
2233,7458.37908083,1071.245540524,509.23706687000174,860.5738934999999,264.0772338,1296.512866857998,911.9699498639999,1385.3241359600008,212.1164611,509.6,1462.4519424,4455.1,8275.432098700001,11463.8596064
2234,7231.92921265,1048.614984258,495.6722126600021,830.1253417,287.2056263,1287.8996014090003,894.4619842110001,1366.9852098699998,213.6503155,491.9,1404.6347243,4262.5,8024.1750238,11115.796109100002
2235,7109.17427034,1038.362776021,488.62025372999767,808.5398528000001,292.6619072,1275.9204197550014,886.7977261560001,1356.549999060001,220.9444795,481.4,1369.4525859,4152.4,7887.972481999999,10927.1163166
2236,7085.25685571,1048.924710793,502.2571273699986,810.3979320000001,262.19598410000003,1285.852235800997,898.127231084,1356.2193656900004,221.9724501,478.0,1363.752963,4104.4,7861.4349546,10890.354189000001
2237,7258.592113930001,1081.751261907,544.8384429600017,833.1059937,312.8121976,1335.5680086139976,928.8564126189999,1383.7911547500005,228.4247634,484.5,1417.2350977,4144.6,8053.7588011,11156.778172100001
2238,7808.37586105,1176.335331219,659.9673584099959,897.9011567,355.10416920000006,1495.3304959759957,997.3076745649998,1494.3548407500025,255.6933754,519.5,1562.2722644,4408.1,8663.7704426,12001.820185800001
2239,8735.188871049999,1324.371609067,799.2833920500011,1017.6818086,388.27514569999994,1718.4067205059973,1107.2150332390001,1659.1514199400006,296.5678233,598.2,1788.0303812,4928.0,9692.114276299999,13426.372910799999
2240,9215.4906815,1369.342376086,822.2174605899993,1060.0818437,425.6938757,1798.9192959279972,1153.8279709610001,1720.6289817900013,298.9191377,641.7,1893.4523909999998,5416.6,10225.032350340001,14164.618100300002
2241,9286.028574029999,1309.1865928919997,802.6845414000005,1042.1738169999999,404.6040196,1766.5179948570012,1149.255385113,1726.1742614500008,303.7181388,639.7,1859.885249,5723.0,10303.29755212,14273.037972499998
2242,9185.448719349999,1244.811303752,730.8721646999961,1006.5384157,384.0626108,1712.980639397,1118.6763232179999,1739.5215876000007,287.4905889,636.7,1787.6130326,5866.3,10191.69934091,14118.4422789
2243,9087.719944839999,1204.957308137,720.6857131400022,976.6916578999999,363.54741750000005,1682.9479307449974,1096.1026160729998,1699.6863302000015,282.6871714,646.2,1720.6271884,5895.5,10083.2645432,13968.228812399999
2244,8983.127454963,1176.894479475,686.137310309998,952.4029443000001,352.2552549,1643.501382273996,1079.924630508,1678.1981452800012,272.6604101,650.6,1674.8087762,5896.4,9967.214120300001,13807.4655169
2245,8841.576487668,1143.2100045500001,670.7688566900036,927.3165690000001,338.3693515,1594.4828964239985,1061.745164335,1640.8391785400006,260.5999099,645.5,1608.5680693,5863.7,9810.1564799,13589.8953962
2246,8757.099968429,1134.187381734,658.6211183099982,911.6400630999999,329.91087930000003,1516.417216456999,1053.017486616,1619.6544869700015,258.7523659,645.8,1582.932335,5833.0,9716.4256984,13460.051241400002
2247,8724.84049772,1127.924553071,651.3491447800009,908.8513495,327.5381295,1484.9861757550009,1043.1535619790002,1643.1616034800002,260.0256046,636.4,1583.3598774,5790.5,9680.63225603,13410.467001
2248,8755.46323592,1132.267875988,643.5333591300055,928.1126884,311.2281424,1504.9932987169984,1042.5104205819998,1636.5593778300015,261.6258149,645.7,1614.5523555,5791.5,9714.6096643,13457.535510700001
2249,8903.61393215,1177.303312322,668.4703600800023,970.7449001,314.82247570000004,1540.0337008119966,1048.970256156,1623.3916016700011,275.6837539,646.7,1698.0963061,5849.8,9878.9900222,13685.249701000002
2250,9084.34088436,1265.500736201,725.6015589300038,1009.7173852000001,336.7761828,1601.9354190149968,1078.965618014,1587.3738349100015,292.6519453,656.9,1828.1106530000002,5856.7,10079.515312458001,13963.0350449
2251,9224.83589563,1337.826445899,762.1444866600029,1041.4770067,378.2795963,1660.0729549019966,1100.7052408060001,1605.2642962800019,310.6877497,671.0,1956.3255565,5730.3,10235.40131757,14178.982112500002
2252,9465.646773460001,1401.3326493499999,786.8463329299979,1105.4092534000001,400.5632594,1761.7775548399993,1141.829439958,1656.9773267000023,319.8970032,686.5,2109.6171799,5750.1,10502.59262622,14549.1191201
2253,9548.750549370001,1417.1476869479998,822.6907106499968,1126.183456,432.35889669999995,1816.7554340259978,1175.9222733499998,1718.9371637400016,320.8296004,685.9,2159.0247788,5710.0,10594.800282510001,14676.8533125
2254,9216.38824435,1358.606992327,804.5789065059995,1077.8318261,423.73227019999996,1744.4827089759995,1127.49357687,1677.9367452900008,313.3434805,664.3,2064.2601598,5540.1,10226.028240040001,14165.9976946
2255,8619.03365693,1251.937960314,768.8278074450008,995.4108658,419.60976659999994,1611.388555917997,1050.327626192,1605.3173779300023,286.7074658,623.5,1894.4059078,5194.5,9563.2344523,13247.837197100002
2256,7996.33611538,1168.264511026,749.6384179780018,912.7189274,450.40691848,1525.5702159700008,978.989600367,1515.1673695100003,258.5597792,563.1,1736.6175935,4811.5,8872.321431,12290.7234381
2257,7567.1953983700005,1112.352996912,724.5849608660011,863.0850683,487.19637177000004,1495.6889595359992,935.939388049,1479.5186916900002,243.3400631,514.4,1638.6434999,4494.9,8396.1690614,11631.115112700001
2258,7368.20039755,1091.75478449,705.4474069190022,838.6463372000001,523.71311916,1482.8099117459985,914.1751891330001,1451.4178743900009,239.2376446,495.3,1584.3143991000002,4305.1,8175.374490100001,11325.2509678
2259,7259.5952717,1082.325604583,685.5145900389966,828.3285663999999,506.21087554999997,1446.705400537998,903.2627324270001,1432.1721914200018,241.5712408,490.6,1545.9087982,4197.7,8054.8718548,11158.320071099999
2260,7246.712604089999,1093.011409001,670.5230123819989,829.5028041,493.70806351,1434.7400187469989,914.590430943,1431.490774310001,237.6551525,484.8,1521.8116678000001,4154.9,8040.5779103,11138.5188368
2261,7375.38090207,1127.410515311,680.7838388850029,851.0721696,486.50349652999995,1460.4098628880008,939.2024222819999,1451.733966330001,219.8563617,490.1,1562.3607,4197.5,8183.3416061,11336.2877211
2262,7856.94985886,1213.591062039,737.2051599170028,910.0269891,463.821011,1556.9063638019986,1008.1037866949999,1519.4191943700016,244.8120925,527.3,1683.1476739,4451.7,8717.6656414,12076.480577299999
2263,8714.96730506,1359.283123182,782.8574700990026,1014.1156676999999,444.2323563,1741.539725761001,1123.7951374160002,1658.6393095300014,278.4875394,595.3,1877.9496712,4968.6,9669.677471500001,13395.291469599999
2264,9301.97351784,1419.3450575539998,808.3820454800018,1073.1737469,465.5190529,1822.465747593999,1177.767169347,1723.2435162100007,290.61551,641.7,1992.8548206,5492.2,10320.98923714,14297.546065100001
2265,9483.809224730001,1397.766246231,801.4868321400005,1086.7980020999998,435.9200433,1843.2193587129987,1199.637177456,1764.1655765500018,285.1750789,656.4,1997.6316846999998,5799.3,10522.7447448,14577.0356121
2266,9595.31823045,1355.211356026,833.0834353020023,1087.4206099,472.7133908,1859.682615450998,1209.756301695,1784.2859579100004,288.8728707,672.8,2008.4877479000002,5988.6,10646.4693791,14748.429898299999
2267,9707.03842712,1335.8095687480002,844.215680480006,1109.159341,414.6673958,1839.4826341039964,1209.8182740680002,1786.622084800002,294.2752892,702.6,2045.5997318,6078.3,10770.4283377,14920.1488058
2268,9723.669741737,1321.474185088,837.3247243499995,1121.4093235,400.34245280000005,1835.1736706429995,1202.5453843159999,1767.8386662300015,293.699632,710.1,2066.1752951,6123.3,10788.881577,14945.7118754
2269,9705.771279,1321.05914819,836.6835633699975,1115.7351209,418.54333180000003,1822.6643544370004,1193.2517641549998,1747.1016695800022,293.1670347,711.5,2050.8106797,6119.8,10769.0223685,14918.2011372
2270,9711.315051186999,1330.839695218,841.7428672199969,1118.9899404,413.8214586,1839.3796078109929,1184.470041206,1743.0886884700014,292.3227655,717.8,2049.3949351,6094.8,10775.1734581,14926.7221591
2271,9715.010898789998,1342.8556256059999,850.5919544600066,1131.4947774,418.4336589999999,1836.6700913859997,1179.329398661,1725.6952299900013,298.9541535,720.1,2076.6417766,6077.3,10779.27417224,14932.402839900002
2272,9728.31595055,1361.9043113589998,809.2248918500021,1138.7399229,390.3703181,1805.9785877900006,1169.0218810229999,1688.3818714900017,300.0471083,723.9,2107.5977738,6108.6,10794.03677602,14952.853295400002
2273,9797.00591962,1392.630373895,814.6240213799997,1155.5085624,366.35768569999993,1777.6992984279984,1160.761569943,1670.2018544900016,303.5925192,728.0,2133.1812575999998,6143.0,10870.25161887,15058.4328307
2274,9853.18280461,1413.8848580869999,807.501726369999,1173.5947424,348.7071892,1769.2255733440027,1155.6018099530002,1648.9466401600014,308.1028391,731.9,2159.8346211999997,6148.8,10932.58258331,15144.7791996
2275,9791.250956490001,1411.559200863,819.2723528700022,1172.1173150999998,362.3638106000001,1783.743116841998,1148.188955786,1640.2808371100004,313.0493165,731.5,2238.9417607,6002.2,10863.866209419999,15049.587201
2276,9806.9319111,1426.540641182,828.2206337499973,1192.202769,374.91090959999997,1789.5963434250032,1139.9081716629998,1646.315298480001,316.8038381,741.8,2283.034729,5929.5,10881.26498758,15073.6895187
2277,9656.08852605,1411.49016805,780.0986173400028,1178.6963547,323.27979559999994,1752.5398403929987,1126.788147698,1650.832508480001,313.8133018,728.2,2239.4279318,5816.3,10713.89695628,14841.8365475
2278,9283.969459599999,1337.8326498499998,729.3026962100008,1132.5092534,293.7292939,1630.1710440699965,1067.971770337,1578.5750196899999,298.1970032,704.6,2108.2112692,5609.4,10301.012864940001,14269.8730253
2279,8775.209622710001,1257.999895086,702.0110850300016,1070.268945,266.221537,1510.3561706829978,994.2149974370001,1509.1547704599998,282.6354364,668.6,1933.1371637,5309.3,9736.51923438,13487.8865861
2280,8202.828406730001,1175.3290746930002,635.6945621199997,990.9867157000001,258.55756349999996,1385.930867235997,921.7947599290001,1418.9015384200002,255.3018402,598.0,1759.9364116000002,5003.2,9101.4346091,12608.111254200001
2281,7708.7991633,1109.070805903,555.6850811199993,922.7082975,255.52961269999997,1309.2136951889984,873.811318984,1352.1539830200009,216.7929739,531.1,1619.4615047,4711.8,8553.2852843,11848.766384
2282,7402.46618628,1068.16803361,541.532576360002,885.1592708999999,295.7566249,1299.4934927459992,844.603263747,1326.6282652400037,205.0726604,521.5,1543.0191452,4479.3,8213.3940388,11377.919004
2283,7216.4594498,1057.2432701760001,523.2057984399985,863.5124781,293.79716440000004,1271.9951745199992,827.583433077,1290.27723497,200.3179285,515.2,1484.3175178000001,4325.9,8007.0105746,11092.018397200001
2284,7126.439159490001,1051.179547825,531.2159604500001,859.9931300000001,315.7910935,1269.5833669889994,831.1411358580001,1282.8620358000003,199.5923764,505.9,1464.0746865,4242.6,7907.1287108,10953.6532168
2285,7132.72210015,1057.237066224,559.5085102900007,863.1802313,334.64568280000003,1285.4575994790002,837.1648880040001,1294.2661114700009,201.8086751,507.2,1473.6312355,4217.4,7914.099937399999,10963.3103756
2286,7303.20627584,1089.657413184,583.1107044900036,885.2560463,333.2393996,1324.3498962639974,866.2866775169999,1315.5141587400012,211.051735,517.6,1518.4768259000002,4298.5,8103.2603705,11225.3521184
2287,7622.52751876,1139.99016825,661.8310516100026,927.9963547,352.40755229999996,1432.8612899929983,915.923447527,1385.168265140002,228.3133018,547.4,1632.6419019,4466.5,8457.56272353,11716.1630379
2288,7994.54098883,1206.091062039,744.8499485320019,968.8269891,407.67774640000005,1535.8885171619988,954.621436688,1434.0085012500012,243.3120925,570.6,1749.2403731,4702.6,8870.32965177,12287.9642501
2289,8380.493087,1273.047686748,808.2211854380015,988.083456,481.85340438000003,1628.2744185159947,994.8774847949999,1490.7715610500018,254.7296004,603.8,1860.4078691,4982.4,9298.56215867,12881.1897543
2290,8547.756594800001,1298.741430523,829.0862245749977,969.1690150999999,498.49071494,1669.7869050139973,1015.778680272,1517.4817755400013,253.6380652,615.7,1898.9438558000002,5138.2,9484.149106196,13138.281187300001
2291,8473.99803464,1275.184752939,829.7725529010038,935.9303540000001,483.9133729299999,1675.422493985999,995.709039442,1502.2114819800006,250.6382755,612.7,1794.8843425,5202.2,9402.31041765,13024.911002099998
2292,8278.17090266,1215.877602424,807.0380447639982,905.4852787,474.61848623000003,1642.054677344996,958.241793453,1475.6145935400004,243.4479495,604.3,1652.6715739,5220.4,9185.03075035,12723.916013099999
2293,8111.32977719,1169.376708735,757.3236149280037,886.4546442000001,470.68537590000005,1562.042747334999,917.671533011,1439.5263803700004,237.2491588,595.2,1572.8365036,5203.8,8999.912456470001,12467.473799500001
2294,7921.204811360001,1096.442218765,729.8318898559993,859.8352611,427.3711384,1477.5427217139934,891.7896509990001,1428.8966197200002,235.9722923,585.7,1521.0348739,5151.9,8788.9596172,12175.2432902
2295,7777.33073875,1045.804153537,689.1348540960013,844.9933403,411.21049689999995,1416.9867164960003,875.955832441,1404.8974865100008,232.3002629,577.9,1506.2168566,5109.0,8629.3243808,11954.1024583
2296,7732.346993599999,1033.142218765,672.9293052389988,846.6352611,404.71760559999996,1409.2168894439972,867.84530492,1389.080669410002,232.4722923,573.0,1530.6437867,5082.1,8579.4127389,11884.960443499998
2297,7816.45392779,1050.226340651,677.5995666380005,873.0126183,447.49278949999996,1434.9565169240009,878.565665941,1406.8452782299998,229.5231861,576.6,1623.4613708000002,5093.3,8672.73344867,12014.2365336
2298,7961.64794481,1107.519295484,725.092391781002,902.7319313,447.3443669,1474.2184966519965,903.1514659709999,1417.9012680000012,245.5974238,585.4,1753.0766936999999,5106.8,8833.8332283,12237.406182300001
2299,8108.16190691,1169.814931584,758.3117347639999,942.6431476,477.4881113,1525.9758114449987,922.1722360489999,1435.0124160200007,244.0680336,592.2,1871.2469112,5112.4,8996.39755254,12462.6046445
2300,8336.72369065,1212.215825373,786.7541180520029,986.773782,493.76649482,1580.8551665800019,953.868848582,1461.899765320001,251.0668244,616.3,1986.7491748,5183.4,9249.99789777,12813.914241100001
2301,8521.99125595,1239.079547825,790.4086349879987,1012.6931300000001,465.01518401,1597.187054286997,989.935285283,1516.1944103800022,258.6923764,631.6,2014.2443770999998,5220.5,9455.561217639999,13098.6787109
2302,8331.33831189,1204.436172435,765.3696036620012,987.5495969,444.70370892000005,1546.2632631999995,959.720045261,1491.6666571600026,253.3098843,618.2,1944.2144019000002,5127.1,9244.0225599,12805.6366794
2303,7988.99721752,1140.066298705,715.7181698700011,939.1801963,425.85601591,1478.1032624869983,912.2875450619999,1442.7407409300026,243.1573607,588.5,1829.2570765,4955.1,8864.178569599999,12279.443226899999
2304,7579.49729096,1071.91230289,657.5971839189989,879.0334384999999,440.02582054,1401.359365464998,855.5862567360001,1372.0223925300004,225.6539432,555.6,1678.3926296,4712.1,8409.8186064,11650.023669100001
2305,7178.8673983,1019.141267549,597.759687368002,821.6422331,414.5686712,1319.4670655509974,813.37172036,1315.75214921,206.4110123,508.9,1547.5407387,4461.8,7965.3003769,11034.2377471
2306,6914.455893650001,989.592849718,563.4399616649995,790.488258,409.49127710000005,1294.0118924889973,786.5000598540001,1279.4803870400015,196.109674,466.0,1466.6856401999999,4286.8,7671.923031,10627.825530200002
2307,6746.61160936,976.0609884419999,561.418223614999,772.2785839000001,421.3089889600001,1277.0657971089972,772.386015528,1269.9549039499998,191.646898,456.0,1427.5296005999999,4144.8,7485.6916853,10369.841418300002
2308,6662.02949516,975.702576254,563.3028787840042,769.9608481999999,413.48580684999996,1301.0174979669982,776.8759263290001,1273.4847705100017,188.5318086,446.1,1417.1878864,4060.6,7391.8437401,10239.834954200001
2309,6671.90268765,981.728233378,591.4707127460005,775.1382755,443.13338544,1336.2354369319992,784.667148202,1284.4286812900018,190.1853312,443.3,1437.4127953,4029.0,7402.7985254000005,10255.0104901
2310,6805.48118359,1005.974237662,632.366337215001,795.7915177,479.3882582,1389.8866304109997,809.757649609,1317.496942630002,197.8819138,453.1,1490.7898461,4069.6,7551.0103234,10460.3265658
2311,7023.008221190001,1043.3928496180001,669.5557222469995,824.688258,482.92966731,1441.4639783549978,845.228083525,1358.5488446500012,213.009674,468.0,1533.9829221,4165.9,7792.3670852000005,10794.675274000001
2312,7267.40935002,1091.108780306,706.8019859909965,855.8930950000001,480.81654111,1492.9702648160016,866.762367218,1374.8512775700012,226.941062,489.2,1558.1712926999999,4325.0,8063.5419517,11170.3306558
2313,7542.75000502,1139.408727632,764.3646362699985,877.6109008000001,512.14952482,1542.1110555119988,899.4501510519999,1414.6183593700002,237.6587802,510.6,1583.4111977,4542.8,8369.0457174,11593.541460299999
2314,7674.216588,1140.342323812,787.4400560210001,881.3996495,549.16980081,1535.4290500020002,917.86899974,1431.1161329000017,241.6368559,524.8,1580.7971312,4720.1,8514.9142453,11795.611432000002
2315,7727.01441317,1126.383776486,774.9947338509983,865.7515097,554.68097342,1552.530659892998,903.108576382,1429.3452667800016,238.1244705,531.2,1549.0514616,4877.0,8573.4959834,11876.7640304
2316,7674.16379021,1079.464405878,752.8738323690025,851.3545391,525.6606229500001,1538.1354888959975,890.74304418,1427.461773220001,226.8952156,533.2,1528.7777446999999,4955.6,8514.855664,11795.530279300001
2317,7586.51940185,1036.088275524,725.1900993540011,830.7706974999999,514.45347129,1505.1268076869972,874.3527913779999,1406.6273084000022,220.1511567,529.8,1512.0060589999998,4978.1,8417.6099779,11660.816965600001
2318,7535.83348956,1006.941865626,702.400302212998,833.4262431,512.3546015200001,1475.7494994780036,865.5803843010001,1408.4847581800016,217.0626859,528.5,1498.085374,4978.2,8361.3715087,11582.9104696
2319,7540.532496330001,1010.4644059780001,694.2796266269974,837.9545391,494.08797229,1463.0105205529983,870.995993931,1424.6082649400007,222.4952156,526.4,1523.8201276999998,4981.7,8366.5852844,11590.1330502
